city,timestamp,temperature,season
New York,2010-03-12,3.2853392617422736,spring
New York,2010-03-13,13.462218066729394,spring
New York,2010-03-14,11.793391143906252,spring
New York,2010-03-15,5.505646072792736,spring
New York,2010-03-16,6.848806570562607,spring
New York,2010-03-17,2.459858136030765,spring
New York,2010-03-18,8.989780816396307,spring
New York,2010-03-19,12.7294409551076,spring
New York,2010-03-20,11.003951956155497,spring
New York,2010-03-21,15.29025882981647,spring
New York,2010-03-22,16.002164607300514,spring
New York,2010-03-23,14.26026558778727,spring
New York,2010-03-24,11.089744020862923,spring
New York,2010-03-25,9.531689121058308,spring
New York,2010-03-26,5.546856296430694,spring
New York,2010-03-27,14.553612849143153,spring
New York,2010-03-28,9.007952400024013,spring
New York,2010-03-29,14.260819770548672,spring
New York,2010-03-30,7.0844998968694055,spring
New York,2010-03-31,17.20132583577201,spring
New York,2010-04-01,4.911611405008834,spring
New York,2010-04-02,6.114822631564838,spring
New York,2010-04-03,7.697500831819619,spring
New York,2010-04-04,9.271433333823268,spring
New York,2010-04-05,12.90239642240394,spring
New York,2010-04-06,11.257811841636128,spring
New York,2010-04-07,-0.5834521847321206,spring
New York,2010-04-08,8.06771902079736,spring
New York,2010-04-09,8.46630038923848,spring
New York,2010-04-10,15.371959020071571,spring
New York,2010-04-11,5.549098007381535,spring
New York,2010-04-12,10.367699145472692,spring
New York,2010-04-13,8.822744947622565,spring
New York,2010-04-14,16.459197909104706,spring
New York,2010-04-15,16.59028464436749,spring
New York,2010-04-16,17.740654838793095,spring
New York,2010-04-17,13.846329295755528,spring
New York,2010-04-18,7.049407796602851,spring
New York,2010-04-19,10.57445498160246,spring
New York,2010-04-20,8.560444778929899,spring
New York,2010-04-21,1.805295845103526,spring
New York,2010-04-22,17.260250876247394,spring
New York,2010-04-23,6.864879032653513,spring
New York,2010-04-24,8.1005548935359,spring
New York,2010-04-25,12.05800334495003,spring
New York,2010-04-26,15.396445191826746,spring
New York,2010-04-27,13.19189802307288,spring
New York,2010-04-28,17.786764934259608,spring
New York,2010-04-29,11.793209491822047,spring
New York,2010-04-30,11.876532313492238,spring
New York,2010-05-01,9.366380263492589,spring
New York,2010-05-02,9.49120684498888,spring
New York,2010-05-03,20.416829717837537,spring
New York,2010-05-04,14.50956602070027,spring
New York,2010-05-05,6.021571390428125,spring
New York,2010-05-06,3.8286273663305783,spring
New York,2010-05-07,3.3938238253285045,spring
New York,2010-05-08,13.261729512705234,spring
New York,2010-05-09,2.330826100748337,spring
New York,2010-05-10,13.412070154373334,spring
New York,2010-05-11,15.492181298054785,spring
New York,2010-05-12,7.8944628915797965,spring
New York,2010-05-13,13.434875745370256,spring
New York,2010-05-14,18.094655013738798,spring
New York,2010-05-15,2.9124987713776997,spring
New York,2010-05-16,16.225980560672014,spring
New York,2010-05-17,13.439141321913219,spring
New York,2010-05-18,18.632197806530144,spring
New York,2010-05-19,3.6666123621332876,spring
New York,2010-05-20,10.654678520393054,spring
New York,2010-05-21,8.528320673575484,spring
New York,2010-05-22,12.93689263729391,spring
New York,2010-05-23,8.491870401309116,spring
New York,2010-05-24,6.126773477071499,spring
New York,2010-05-25,15.95371182063082,spring
New York,2010-05-26,7.8815013417213375,spring
New York,2010-05-27,5.24941423350406,spring
New York,2010-05-28,13.913815689135127,spring
New York,2010-05-29,13.083044626525636,spring
New York,2010-05-30,8.620615172141562,spring
New York,2010-05-31,10.047949081914503,spring
New York,2010-06-01,23.995979206504003,summer
New York,2010-06-02,22.165541060235455,summer
New York,2010-06-03,27.255117075073755,summer
New York,2010-06-04,19.509973600070754,summer
New York,2010-06-05,22.145631015118074,summer
New York,2010-06-06,23.870505723004246,summer
New York,2010-06-07,23.730961659893367,summer
New York,2010-06-08,35.564636979564966,summer
New York,2010-06-09,24.834842314348663,summer
New York,2010-06-10,24.12041667802703,summer
New York,2010-06-11,12.833058841889564,summer
New York,2010-06-12,28.568583112788755,summer
New York,2010-06-13,34.71258416051526,summer
New York,2010-06-14,23.469235793436134,summer
New York,2010-06-15,28.584021130193143,summer
New York,2010-06-16,26.491987596498394,summer
New York,2010-06-17,22.619691100428884,summer
New York,2010-06-18,23.95660286999475,summer
New York,2010-06-19,28.846976212042875,summer
New York,2010-06-20,26.11597290893894,summer
New York,2010-06-21,25.659004287675405,summer
New York,2010-06-22,26.990585221536787,summer
New York,2010-06-23,34.381161963800864,summer
New York,2010-06-24,24.49518502449314,summer
New York,2010-06-25,26.99483807952686,summer
New York,2010-06-26,22.463192876634782,summer
New York,2010-06-27,29.783348382917367,summer
New York,2010-06-28,20.095573364108212,summer
New York,2010-06-29,22.188526612777615,summer
New York,2010-06-30,23.26636329440434,summer
New York,2010-07-01,22.240094651344293,summer
New York,2010-07-02,19.276441921852957,summer
New York,2010-07-03,25.771014919931314,summer
New York,2010-07-04,24.229745300790743,summer
New York,2010-07-05,27.474390122864925,summer
New York,2010-07-06,27.676014156788007,summer
New York,2010-07-07,28.542970327530597,summer
New York,2010-07-08,34.835187345966844,summer
New York,2010-07-09,27.87081762991974,summer
New York,2010-07-10,30.693146766741023,summer
New York,2010-07-11,27.28883432372958,summer
New York,2010-07-12,20.793962180600438,summer
New York,2010-07-13,27.00075421493173,summer
New York,2010-07-14,18.576383290331748,summer
New York,2010-07-15,24.79939565607706,summer
New York,2010-07-16,24.25534620839981,summer
New York,2010-07-17,18.97596930644729,summer
New York,2010-07-18,28.02231567292879,summer
New York,2010-07-19,19.79206902729237,summer
New York,2010-07-20,21.220320539453855,summer
New York,2010-07-21,21.633392421908958,summer
New York,2010-07-22,34.89374925782753,summer
New York,2010-07-23,23.181466238579965,summer
New York,2010-07-24,26.341571245787872,summer
New York,2010-07-25,23.627065695446035,summer
New York,2010-07-26,17.79429403345825,summer
New York,2010-07-27,27.753854885193373,summer
New York,2010-07-28,23.776949098176782,summer
New York,2010-07-29,22.663260859159546,summer
New York,2010-07-30,22.348260963650887,summer
New York,2010-07-31,28.733046881997744,summer
New York,2010-08-01,24.024173840009315,summer
New York,2010-08-02,24.75902559001787,summer
New York,2010-08-03,30.413614785765215,summer
New York,2010-08-04,23.097498676436707,summer
New York,2010-08-05,21.65565042972236,summer
New York,2010-08-06,22.804071128752145,summer
New York,2010-08-07,28.662608528586667,summer
New York,2010-08-08,24.049261030502144,summer
New York,2010-08-09,30.103348489713106,summer
New York,2010-08-10,18.034938836530166,summer
New York,2010-08-11,17.045582917622347,summer
New York,2010-08-12,27.008693645593958,summer
New York,2010-08-13,32.08691390358443,summer
New York,2010-08-14,24.590717961936218,summer
New York,2010-08-15,31.124938553843904,summer
New York,2010-08-16,25.06826996089289,summer
New York,2010-08-17,28.71066471341047,summer
New York,2010-08-18,25.591750186541347,summer
New York,2010-08-19,24.498015959931074,summer
New York,2010-08-20,27.838705126715247,summer
New York,2010-08-21,20.079461906944243,summer
New York,2010-08-22,29.4591665462683,summer
New York,2010-08-23,30.407365008511327,summer
New York,2010-08-24,24.928656808922966,summer
New York,2010-08-25,21.464449618123965,summer
New York,2010-08-26,21.054617211513115,summer
New York,2010-08-27,25.627075201635943,summer
New York,2010-08-28,34.11519235472201,summer
New York,2010-08-29,30.75489305812064,summer
New York,2010-08-30,30.523562768212976,summer
New York,2010-08-31,20.289297067043556,summer
New York,2010-09-01,19.965616333730466,autumn
New York,2010-09-02,14.684783661346176,autumn
New York,2010-09-03,4.967495401384367,autumn
New York,2010-09-04,9.777994214388258,autumn
New York,2010-09-05,14.36035370777117,autumn
New York,2010-09-06,9.697792264252755,autumn
New York,2010-09-07,2.762837875294217,autumn
New York,2010-09-08,1.4725046407101203,autumn
New York,2010-09-09,6.950573353867307,autumn
New York,2010-09-10,11.504968600845238,autumn
New York,2010-09-11,6.73400419689283,autumn
New York,2010-09-12,14.809396087927151,autumn
New York,2010-09-13,12.040305237175339,autumn
New York,2010-09-14,19.415628437393146,autumn
New York,2010-09-15,19.56993021789364,autumn
New York,2010-09-16,20.636967956270578,autumn
New York,2010-09-17,10.432832506606953,autumn
New York,2010-09-18,17.754209328295556,autumn
New York,2010-09-19,14.872325310161894,autumn
New York,2010-09-20,16.021728484844598,autumn
New York,2010-09-21,18.46142945135661,autumn
New York,2010-09-22,23.771022487750923,autumn
New York,2010-09-23,19.175690549876673,autumn
New York,2010-09-24,-0.12565639024249364,autumn
New York,2010-09-25,19.198494708555362,autumn
New York,2010-09-26,12.188297121041453,autumn
New York,2010-09-27,12.487701362514509,autumn
New York,2010-09-28,17.07184112830195,autumn
New York,2010-09-29,10.836042636832564,autumn
New York,2010-09-30,22.709292458158956,autumn
New York,2010-10-01,14.119211340435575,autumn
New York,2010-10-02,13.58862591173772,autumn
New York,2010-10-03,18.354044794689464,autumn
New York,2010-10-04,18.31887613737669,autumn
New York,2010-10-05,14.661675944367103,autumn
New York,2010-10-06,17.85820940112389,autumn
New York,2010-10-07,17.049782376786165,autumn
New York,2010-10-08,23.113123578624865,autumn
New York,2010-10-09,9.072902252989707,autumn
New York,2010-10-10,26.630587863144143,autumn
New York,2010-10-11,20.45687315019066,autumn
New York,2010-10-12,20.697171079522988,autumn
New York,2010-10-13,17.23847727963724,autumn
New York,2010-10-14,16.306381082507393,autumn
New York,2010-10-15,16.846409701529655,autumn
New York,2010-10-16,16.39559740224974,autumn
New York,2010-10-17,6.74578661974331,autumn
New York,2010-10-18,16.67282075809875,autumn
New York,2010-10-19,23.691581532022827,autumn
New York,2010-10-20,13.342987875151067,autumn
New York,2010-10-21,12.526688190500797,autumn
New York,2010-10-22,13.999461363816103,autumn
New York,2010-10-23,10.698862953107593,autumn
New York,2010-10-24,18.183903453867394,autumn
New York,2010-10-25,10.18499613053592,autumn
New York,2010-10-26,9.208431515271004,autumn
New York,2010-10-27,5.153866739708363,autumn
New York,2010-10-28,11.5728218279142,autumn
New York,2010-10-29,13.910623262324236,autumn
New York,2010-10-30,19.5703375051217,autumn
New York,2010-10-31,10.221066586288902,autumn
New York,2010-11-01,12.632015190194414,autumn
New York,2010-11-02,6.9834040402970246,autumn
New York,2010-11-03,16.958936148643303,autumn
New York,2010-11-04,11.377240035769514,autumn
New York,2010-11-05,16.00351480976628,autumn
New York,2010-11-06,7.1977158771050975,autumn
New York,2010-11-07,13.045126037668947,autumn
New York,2010-11-08,8.08293258069816,autumn
New York,2010-11-09,12.199177715569146,autumn
New York,2010-11-10,15.844993932855786,autumn
New York,2010-11-11,13.113281774853922,autumn
New York,2010-11-12,14.905420466183172,autumn
New York,2010-11-13,9.254747278420687,autumn
New York,2010-11-14,13.947025693041114,autumn
New York,2010-11-15,13.675808071802338,autumn
New York,2010-11-16,8.520674659189346,autumn
New York,2010-11-17,15.512827254859442,autumn
New York,2010-11-18,12.033300859095867,autumn
New York,2010-11-19,21.170270724515337,autumn
New York,2010-11-20,10.988921148916052,autumn
New York,2010-11-21,11.686152692784962,autumn
New York,2010-11-22,21.261481097393613,autumn
New York,2010-11-23,13.288924586165086,autumn
New York,2010-11-24,19.177688143690187,autumn
New York,2010-11-25,7.045391627754004,autumn
New York,2010-11-26,17.88819804323758,autumn
New York,2010-11-27,14.307686101006505,autumn
New York,2010-11-28,9.558228814156767,autumn
New York,2010-11-29,3.828144679663886,autumn
New York,2010-11-30,16.5151689327629,autumn
New York,2010-12-01,-0.8512977567829233,winter
New York,2010-12-02,-3.323966845544538,winter
New York,2010-12-03,8.4305029983586,winter
New York,2010-12-04,1.6005416783608128,winter
New York,2010-12-05,-1.7334064844520267,winter
New York,2010-12-06,-0.02126696959955384,winter
New York,2010-12-07,-0.9011705988998776,winter
New York,2010-12-08,4.387833385944842,winter
New York,2010-12-09,-8.232965350613307,winter
New York,2010-12-10,-0.26783793663508015,winter
New York,2010-12-11,-0.8040527171697008,winter
New York,2010-12-12,1.7468455041035957,winter
New York,2010-12-13,4.837445296602979,winter
New York,2010-12-14,-7.016094579679731,winter
New York,2010-12-15,9.488144596522606,winter
New York,2010-12-16,-3.5680518406615915,winter
New York,2010-12-17,-3.4282807476523973,winter
New York,2010-12-18,-2.2423754344309996,winter
New York,2010-12-19,4.812835003270485,winter
New York,2010-12-20,0.9367793794476574,winter
New York,2010-12-21,5.68472009196225,winter
New York,2010-12-22,3.7901605643339358,winter
New York,2010-12-23,-1.358022533149511,winter
New York,2010-12-24,1.1396838115433465,winter
New York,2010-12-25,2.5645400649692265,winter
New York,2010-12-26,4.4401168490899305,winter
New York,2010-12-27,-3.896092408313914,winter
New York,2010-12-28,-2.356702864967202,winter
New York,2010-12-29,-1.5114664774996855,winter
New York,2010-12-30,2.4998610450186667,winter
New York,2010-12-31,-2.846724741531776,winter
New York,2011-01-01,-6.154604902056727,winter
New York,2011-01-02,-6.18037749482826,winter
New York,2011-01-03,-6.418258470754479,winter
New York,2011-01-04,-1.5664489384263256,winter
New York,2011-01-05,-0.8758225433793596,winter
New York,2011-01-06,0.15271171658271743,winter
New York,2011-01-07,8.113188745746067,winter
New York,2011-01-08,-2.065742704136777,winter
New York,2011-01-09,-5.242294239116334,winter
New York,2011-01-10,9.016161964423715,winter
New York,2011-01-11,2.637524350018599,winter
New York,2011-01-12,8.017181187192179,winter
New York,2011-01-13,-2.779671272124513,winter
New York,2011-01-14,3.403615116608562,winter
New York,2011-01-15,-0.7804001069210773,winter
New York,2011-01-16,-0.3811420456161388,winter
New York,2011-01-17,-2.2743810319099396,winter
New York,2011-01-18,-7.657122854004533,winter
New York,2011-01-19,1.6662680220443338,winter
New York,2011-01-20,-8.380264513032781,winter
New York,2011-01-21,-4.570324407761273,winter
New York,2011-01-22,2.1168659361891877,winter
New York,2011-01-23,4.709322811839241,winter
New York,2011-01-24,3.917191255107374,winter
New York,2011-01-25,3.2708300765324094,winter
New York,2011-01-26,-6.664993377360696,winter
New York,2011-01-27,1.833123501982178,winter
New York,2011-01-28,-3.2021679029385943,winter
New York,2011-01-29,-6.781102472863009,winter
New York,2011-01-30,-0.4074889311564074,winter
New York,2011-01-31,-7.999829740089515,winter
New York,2011-02-01,5.314972481174517,winter
New York,2011-02-02,4.05556230314159,winter
New York,2011-02-03,7.3626842092189175,winter
New York,2011-02-04,0.0002441057288900382,winter
New York,2011-02-05,-5.973952102461382,winter
New York,2011-02-06,-5.804856691574711,winter
New York,2011-02-07,3.161396046737433,winter
New York,2011-02-08,-6.094157971918889,winter
New York,2011-02-09,-5.0577600801317635,winter
New York,2011-02-10,1.9963527692947105,winter
New York,2011-02-11,0.1067242498161438,winter
New York,2011-02-12,-3.076485036323196,winter
New York,2011-02-13,-1.0649795600925527,winter
New York,2011-02-14,1.3515370826035322,winter
New York,2011-02-15,7.08104251908857,winter
New York,2011-02-16,10.036803812672684,winter
New York,2011-02-17,6.469714726933075,winter
New York,2011-02-18,1.3244639045785762,winter
New York,2011-02-19,3.4118242767035287,winter
New York,2011-02-20,8.00451268080198,winter
New York,2011-02-21,2.2067401227093746,winter
New York,2011-02-22,0.18156057521716762,winter
New York,2011-02-23,0.9698579022135254,winter
New York,2011-02-24,-2.3397025670521416,winter
New York,2011-02-25,-4.825510661040259,winter
New York,2011-02-26,1.2564719611797055,winter
New York,2011-02-27,3.0499098483893783,winter
New York,2011-02-28,4.633343500770459,winter
New York,2011-03-01,10.838133514004955,spring
New York,2011-03-02,10.35209168012399,spring
New York,2011-03-03,6.9205671652598575,spring
New York,2011-03-04,14.610692302408706,spring
New York,2011-03-05,11.394996062078652,spring
New York,2011-03-06,3.462333540921727,spring
New York,2011-03-07,9.891796094696073,spring
New York,2011-03-08,13.30796116553578,spring
New York,2011-03-09,7.498186327730387,spring
New York,2011-03-10,10.131083338500039,spring
New York,2011-03-11,6.169792609276394,spring
New York,2011-03-12,12.94314124781492,spring
New York,2011-03-13,8.403953008309028,spring
New York,2011-03-14,18.81033324578153,spring
New York,2011-03-15,7.506712787988014,spring
New York,2011-03-16,2.6832202684092774,spring
New York,2011-03-17,18.789632636976457,spring
New York,2011-03-18,7.9832934680517615,spring
New York,2011-03-19,17.601586383274608,spring
New York,2011-03-20,8.154916514872482,spring
New York,2011-03-21,14.127102536968225,spring
New York,2011-03-22,11.8271146578194,spring
New York,2011-03-23,-3.453300403067363,spring
New York,2011-03-24,7.17825191052224,spring
New York,2011-03-25,13.567133388018673,spring
New York,2011-03-26,6.647145233968075,spring
New York,2011-03-27,3.6988261464326753,spring
New York,2011-03-28,5.437660883170644,spring
New York,2011-03-29,8.621202857236035,spring
New York,2011-03-30,14.534787302968237,spring
New York,2011-03-31,12.113361114614195,spring
New York,2011-04-01,6.479963229221228,spring
New York,2011-04-02,2.8148636705124686,spring
New York,2011-04-03,9.916715292542953,spring
New York,2011-04-04,0.4510859008819814,spring
New York,2011-04-05,6.432662184246931,spring
New York,2011-04-06,12.055791465675728,spring
New York,2011-04-07,9.501979200928416,spring
New York,2011-04-08,17.966955167745677,spring
New York,2011-04-09,9.606130435250394,spring
New York,2011-04-10,4.587665293198997,spring
New York,2011-04-11,7.40047648116641,spring
New York,2011-04-12,12.908476115645087,spring
New York,2011-04-13,21.12773690830465,spring
New York,2011-04-14,12.467403053425762,spring
New York,2011-04-15,7.0515671696429765,spring
New York,2011-04-16,8.32771033035621,spring
New York,2011-04-17,9.760741286237957,spring
New York,2011-04-18,8.3539781071382,spring
New York,2011-04-19,16.915953382880957,spring
New York,2011-04-20,16.33707844903351,spring
New York,2011-04-21,17.85461464272803,spring
New York,2011-04-22,4.14737809901473,spring
New York,2011-04-23,14.519007050327017,spring
New York,2011-04-24,17.088145216763287,spring
New York,2011-04-25,9.350045058608805,spring
New York,2011-04-26,7.88194944312151,spring
New York,2011-04-27,3.3990701174990328,spring
New York,2011-04-28,10.333576746269985,spring
New York,2011-04-29,9.829705774117699,spring
New York,2011-04-30,23.528317906831184,spring
New York,2011-05-01,18.892346678494178,spring
New York,2011-05-02,14.811006514919374,spring
New York,2011-05-03,11.077291149042754,spring
New York,2011-05-04,2.409672353495049,spring
New York,2011-05-05,17.057463811469546,spring
New York,2011-05-06,13.122225485176298,spring
New York,2011-05-07,13.930250132674217,spring
New York,2011-05-08,18.07655598817605,spring
New York,2011-05-09,10.836515855705047,spring
New York,2011-05-10,16.96416471392319,spring
New York,2011-05-11,7.677657033650274,spring
New York,2011-05-12,8.650169557549923,spring
New York,2011-05-13,9.723416839887047,spring
New York,2011-05-14,2.9623382385740697,spring
New York,2011-05-15,15.30777090638515,spring
New York,2011-05-16,13.655891245199104,spring
New York,2011-05-17,8.085599826026804,spring
New York,2011-05-18,12.253872206682765,spring
New York,2011-05-19,18.74919157554801,spring
New York,2011-05-20,0.3089718089350928,spring
New York,2011-05-21,16.0220998566668,spring
New York,2011-05-22,7.0124018076213295,spring
New York,2011-05-23,11.057745703341133,spring
New York,2011-05-24,7.974893691412481,spring
New York,2011-05-25,15.985364869693118,spring
New York,2011-05-26,16.893897078492294,spring
New York,2011-05-27,9.94340800702851,spring
New York,2011-05-28,13.761884176129051,spring
New York,2011-05-29,13.825271410565987,spring
New York,2011-05-30,6.552188103979036,spring
New York,2011-05-31,1.6362293942271897,spring
New York,2011-06-01,25.769060912153584,summer
New York,2011-06-02,30.418888927338614,summer
New York,2011-06-03,33.051019749305866,summer
New York,2011-06-04,25.848280567225515,summer
New York,2011-06-05,26.93821984150876,summer
New York,2011-06-06,19.007101379668413,summer
New York,2011-06-07,23.503526988290165,summer
New York,2011-06-08,24.347850425355684,summer
New York,2011-06-09,19.98991223551613,summer
New York,2011-06-10,30.51962852433288,summer
New York,2011-06-11,26.39871705104652,summer
New York,2011-06-12,24.458645826422114,summer
New York,2011-06-13,19.524822948536336,summer
New York,2011-06-14,26.06992843233526,summer
New York,2011-06-15,21.616377306937615,summer
New York,2011-06-16,29.66233065476518,summer
New York,2011-06-17,36.30827626825005,summer
New York,2011-06-18,31.388064641635598,summer
New York,2011-06-19,23.4993062993448,summer
New York,2011-06-20,26.87368688547592,summer
New York,2011-06-21,32.33998657493862,summer
New York,2011-06-22,33.30399394394075,summer
New York,2011-06-23,26.692999813083656,summer
New York,2011-06-24,27.467041735105667,summer
New York,2011-06-25,30.72536898662622,summer
New York,2011-06-26,27.689607555568966,summer
New York,2011-06-27,31.04539194648035,summer
New York,2011-06-28,23.912874351761296,summer
New York,2011-06-29,26.637454305302466,summer
New York,2011-06-30,31.167197994298387,summer
New York,2011-07-01,20.880856565820476,summer
New York,2011-07-02,26.399496819487677,summer
New York,2011-07-03,25.497753372841995,summer
New York,2011-07-04,21.785025992412944,summer
New York,2011-07-05,22.47461438503705,summer
New York,2011-07-06,27.0727385639764,summer
New York,2011-07-07,27.75307545563442,summer
New York,2011-07-08,26.854257052001266,summer
New York,2011-07-09,24.824174736477904,summer
New York,2011-07-10,23.39373290881451,summer
New York,2011-07-11,28.15386560057925,summer
New York,2011-07-12,26.378320087188893,summer
New York,2011-07-13,27.543303606817876,summer
New York,2011-07-14,20.382537487022613,summer
New York,2011-07-15,31.016252145427853,summer
New York,2011-07-16,23.70590267938667,summer
New York,2011-07-17,19.06649637081892,summer
New York,2011-07-18,18.768425391193183,summer
New York,2011-07-19,33.27787559234038,summer
New York,2011-07-20,30.72668683875813,summer
New York,2011-07-21,29.971288546965216,summer
New York,2011-07-22,22.473810913377807,summer
New York,2011-07-23,15.591450019401554,summer
New York,2011-07-24,24.363439501737233,summer
New York,2011-07-25,28.1266642956113,summer
New York,2011-07-26,20.207808815343473,summer
New York,2011-07-27,22.30021250468049,summer
New York,2011-07-28,25.997688968551937,summer
New York,2011-07-29,27.636368402736096,summer
New York,2011-07-30,24.333594618352087,summer
New York,2011-07-31,23.112699075424672,summer
New York,2011-08-01,18.577573481916932,summer
New York,2011-08-02,20.806254190417803,summer
New York,2011-08-03,22.50527321161226,summer
New York,2011-08-04,26.256161599429483,summer
New York,2011-08-05,12.49862036072022,summer
New York,2011-08-06,25.20834220364837,summer
New York,2011-08-07,22.703332423885158,summer
New York,2011-08-08,21.18974274391253,summer
New York,2011-08-09,25.70806297415694,summer
New York,2011-08-10,27.90489135875545,summer
New York,2011-08-11,21.388336860802763,summer
New York,2011-08-12,18.829842161272467,summer
New York,2011-08-13,21.676490995927384,summer
New York,2011-08-14,38.75117843227062,summer
New York,2011-08-15,26.835712463837403,summer
New York,2011-08-16,35.492113527043,summer
New York,2011-08-17,23.69573172166815,summer
New York,2011-08-18,28.18858534570638,summer
New York,2011-08-19,24.059629250389047,summer
New York,2011-08-20,25.888927086206568,summer
New York,2011-08-21,30.589360572960445,summer
New York,2011-08-22,25.53340044981274,summer
New York,2011-08-23,28.852283631656277,summer
New York,2011-08-24,24.55641830703911,summer
New York,2011-08-25,20.50372746535996,summer
New York,2011-08-26,24.122007659789258,summer
New York,2011-08-27,25.485994530625955,summer
New York,2011-08-28,33.8962792889112,summer
New York,2011-08-29,26.448852135308787,summer
New York,2011-08-30,25.220560982203583,summer
New York,2011-08-31,30.97065473945734,summer
New York,2011-09-01,16.62471340812523,autumn
New York,2011-09-02,16.086090277397858,autumn
New York,2011-09-03,15.706877506872168,autumn
New York,2011-09-04,14.828726202597903,autumn
New York,2011-09-05,16.713596002261962,autumn
New York,2011-09-06,19.44808973718909,autumn
New York,2011-09-07,17.661469292767823,autumn
New York,2011-09-08,13.026162910584443,autumn
New York,2011-09-09,10.399375930371319,autumn
New York,2011-09-10,11.016097175247694,autumn
New York,2011-09-11,14.531173976587453,autumn
New York,2011-09-12,13.16435782706942,autumn
New York,2011-09-13,9.673298964986826,autumn
New York,2011-09-14,8.98729045018828,autumn
New York,2011-09-15,9.504169602830647,autumn
New York,2011-09-16,25.0799846706597,autumn
New York,2011-09-17,5.345533108743476,autumn
New York,2011-09-18,15.516581557861862,autumn
New York,2011-09-19,15.644914140890428,autumn
New York,2011-09-20,11.241374471925948,autumn
New York,2011-09-21,13.532858792398944,autumn
New York,2011-09-22,16.176446939041174,autumn
New York,2011-09-23,23.867086040776805,autumn
New York,2011-09-24,19.193519240403646,autumn
New York,2011-09-25,11.799562130822906,autumn
New York,2011-09-26,15.267104219413737,autumn
New York,2011-09-27,11.123835671839236,autumn
New York,2011-09-28,19.431714239758797,autumn
New York,2011-09-29,11.12264035117999,autumn
New York,2011-09-30,18.246940979682023,autumn
New York,2011-10-01,15.434963420540337,autumn
New York,2011-10-02,10.354103720482936,autumn
New York,2011-10-03,10.172894886514113,autumn
New York,2011-10-04,17.8152481051862,autumn
New York,2011-10-05,22.1077751407228,autumn
New York,2011-10-06,13.53267338896869,autumn
New York,2011-10-07,13.48728895641106,autumn
New York,2011-10-08,14.450452188960845,autumn
New York,2011-10-09,16.072569570993675,autumn
New York,2011-10-10,18.021774781713518,autumn
New York,2011-10-11,13.606112773701199,autumn
New York,2011-10-12,21.313976142221506,autumn
New York,2011-10-13,18.394178188846585,autumn
